index,chinese,english,unsloth/Qwen2-0.5B-Instruct(finetuned),unsloth/Qwen2-1.5B-Instruct,unsloth/Qwen2-1.5B-Instruct(finetuned),unsloth/Qwen2-7B-Instruct,gradientai/Llama-3-8B-Instruct-Gradient-1048k
41,“目标距琴两公里！”,'Target is two kilometers from the zither.',Target is two kilometers from the zither.',"Two kilometers away!""",Target is two kilometers from the zither.',"Target is two kilometers away from the piano!""","end_header_id|>

""Target is two kilometers away!"""
42,两人正打趣，客人来了，严师母表姐弟俩一同进了门，都带着礼物。,"Their jovial banter was interrupted by the guests, who had come bearing gifts.","As they were talking, the guest arrived with two children on stageproviding gifts in their basket.","Two were joking, and the guests came, with Auntie Sister and her nephew entering together, both bringing gifts.","Back to their old chums-off, the delivery men arrived and, as was custom, the host and guest each brought a gift.","As they were joking around, the guests arrived. Auntie Yan's表姐弟, the cousins of Auntie Yan, entered the door together, each bringing a gift.","end_header_id|>

Two people were joking around, and when the guest arrived, the strict aunt and her nephew entered the room together, both carrying gifts.</s>"
43,那暗看上去几乎是波涛汹涌，几乎要将那几点几线的光推着走似的。,The darkness looks almost to be a series of furious waves that threaten to wash away the glowing dots and lines.,"The darkness seems to rush with waves of many orders of magnitude greater pressure than the point-solation strain, forcing the bits and pieces of light to roll along.","It looked dark and almost turbulent, as if the few lines of light were being pushed along by it.","In the darkness, however, a surge of waves seemed about to swamp a few points and lines of light, as if tugging at them to move forward.","The darkness seemed almost turbulent, as if it were pushing along those few points of light as though they were waves.","end_header_id|>

It looks like the waves are about to crash down and push those few rays of light away.</s>"
44,这些经过我也在交待材料里写了。,I also included these things in my confessions.,These things happened too to write a confessions.,"These have been written down, too, in the materials I am handing over.",Those confessions I wrote included the scene as well.,"These, I also wrote in the instructions for the materials.","end_header_id|>

I also wrote about these things in my report.</s>"
45,莺儿满心委屈，见姑娘说，不敢出声，只得放下钱来，口内嘟囔说：“一个做爷的，还赖我们这几个钱，连我也瞧不起!,"Oriole smarted with the injustice of this, but her mistress had ordered it, so she had to pay up without arguing. She could not, however, forbear a few rebellious mutterings: 'Huh! One of the masters! Cheating a maid out of a few coppers! Even I should be ashamed!","It was with a good grace that Oriole let her out of the trap. She didn't dare make any noise, but simply put her hands where she did not want her to see her. 'I'm too low down,' she mumbled to herself as she spoke. 'I don't think we should treat one of the adults like this; the way they treated my aunt!","Ling'er was full of resentment, hearing the maid say that she dared not speak, so she only put down her money, muttering, ""A man who owes us some money? I can't look down upon him!""","Willoughby saw that she was making a mistake and begged her not to do so. But courtly manners did not allow him to go any further. Oriole hung his head and took the money without making a noise, but secretly muttering to himself he felt very badly about what appeared to be a complete injustice.","Ying'er, filled with indignation, dared not speak when the young lady mentioned it, and could only set down the money. She muttered under her breath, ""A man who is supposed to be a father owes us such a small amount of money and even looks down upon me!""","end_header_id|>

The little sparrow was filled with shame and couldn't speak up, so it dropped the money and muttered under its breath, ""Even if there's only one person in charge, we wouldn't be able to afford it. I don't even look up to them.""</s>"
46,她要讨论的事是这祥的：虽然所有的人都说她是一个破鞋，但她以为自己不是的。,"The issue she wanted to discuss was this: Despite the fact that everyone believed she was damaged goods, she didn't think she was.","But that was all her topic was: since so many people said she was damaged goods, she thought she was.","What she wanted to discuss was this: though everyone said that she was a slut, she believed that she wasn't.","She wanted to discuss this issue: Although everyone said she was damaged goods, she thought she was okay.","The matter she wanted to discuss was this: Although everyone said she was a slut, she believed she wasn't.","end_header_id|>

She wants to discuss the topic of how despite everyone saying she's a failure, she believes she is not.</s>"
47,当年不是这样。,She hadn't been that way before.,Not always did things look that way back then.,It was not like that then.,It was different back then.,It wasn't like that back then.,"end_header_id|>

It was not like that in the past.</s>"
48,那婆娘是个寡妇，泼得厉害。,"The woman was a widow, a real bitch.",It was a widow woman that bumped into this lady who had just gotten married. She'd been badly damaged.,"The woman is a widow, and she's very bold.","The old woman was a widow with no holding痰, so she poured it on.","That woman was a widow, and she was very rude.","end_header_id|>

The woman is a widow and is very mean-spirited.</s>"
49,陈清扬说，我始终是一个恶棍。,Chen Qingyang told me later that I had always been a scoundrel.,Chen Qingyang said I was always a hooligan.,Chen Qingyang said that I have always been a bad guy.,Chen Qingyang said all my life I was a bastard.,"Chen Qingyang said, ""I have always been a scoundrel.""","end_header_id|>

I have always been a bad person."
50,任副官在他腚上打了一鞭子，他嘴咧开叫一声：孩子他娘！,"Adjutant Ren smacked him across the backside with his whip, forcing a yelp from between his parted lips. Ouch, mother of my children!","By the time Lieutenant Yan had finished identifying the stone with his hand, his mouth had opened to scream.","The adjutant struck him on the buttocks and he let out a cry: ""Mama!""","军代表抽了他一鞭, 他嘴张着叫了一声: 儿子他妈!","Lieutenant Feng gave him a good crack on the ass with his whip, and he cried out: ""My dear wife!""","end_header_id|>

""Kid, you're going to get a beating!""</s>"
